QueryText,KccAns
"     farmer asked query on sucking pest management in  cotton crop ?
","recommended to spray fipronil +imidacloprid (police) 100 grams/200 litres of water /acre  
అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
 farmer asked query on borer/caterpillar control in cotton-pink boll worm,recommended to spray lambda cyhalothrin (karate) 400 ml /200 litres of water /  acre  లాంబ్డా సైహలోత్రిన్  400 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
farmer asked about boll rot and root rot management in cotton?,"recommended  to spray copper oxy chloride  (blitox)600 grams కాపర్ ఆక్సీక్లోరైడ్   600  గ్రాములు + స్టెఫ్టోసైక్లిన్ 20  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి+streptocycline   20 gram  / 200 litres of water /acre  
"
farmer asked query about pest management ( white fly management) in cotton,"recommended to spray difenthiuron (pegasus) 240 gm /200 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /200 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
"
farmer asked query about sucking pest management ( aphids) in cotton,recommended to spray fipronil +imidacloprid (police) 100 grams/200 litres of water /acre  
 farmer asked query on sucking pest+ mites management in cotton,recommended to tata-nagata (ethion-cypermethrin)- 400 ml/acre
farmer asked query about sucking pest management ( jassids) in cotton," recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
"
farmer asked query on flower drop management in cotton ?,"--recommended to spray potassium nitrate 13-0-45 @ 5 grams/1 liter of water.
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి 
-recommended to spray naphthalene acetic acid (planofix) 50 ml/ 200 litres of water /acre (1 ml/ 4 liters of water).  "
"   farmer asked query on disease management in powdrey  mildew crop ?
","recommended to spray myclobutanil (index) 150gm /acre 
"
 farmer asked query on caterpillar control in cotton-pink boll worm," recommended to spray chlorpyrifos (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"     farmer asked query on sucking pest management in  cotton  crop ?
","అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 	
"
     farmer asked query on pink boll worm in cotton crop ?,"క్లోరోఫైరిఫాస్  6 మిల్లి లీటర్లు /1 లీటరు నీటికి చొప్పున కలిపి వేర్ల దగ్గర పోయాలి 
క్లోరాంత్రనిలిప్రోల్  + లాంబ్డా సైహలోత్రిన్   (అంప్లీగో) 100 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked query on pink bollworm  management in  cotton,"recommended to spray emamectin benzoate (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on gemini virus control in cotton,"recommended to spray flonicamid (ulala) 75 grams /200 litres of water / acre  
 ఫ్లూనికామిడ్ 75 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray  fipronil  +imidacloprid (police) 100 grams/200 litres of water /acre  
"
  farmer asked query on pink bollworm  control in  cotton," recommended to spray thiodicarb (larvin) 300 gr /200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query pink bollworm  management in cotton  ?
","recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
  farmer asked query on pink boll worm in cotton crop ?," recommended to spray chlorantraniliprole + lambda-cyhalothrin (ampligo) 100 ml / acre   
"
farmer asked query tobacco boll worm in cotton ," recommended to spray chlorantraniliprole + lambda-cyhalothrin (ampligo) 100 ml / acre   
క్లోరాంత్రనిలిప్రోల్  + లాంబ్డా సైహలోత్రిన్   (అంప్లీగో) 100 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
"  farmer asked query on nutrient management in cotton ( flower dropping )
","--recommended to spray npk 19-19-19 mixture 5 grams/1 litre of water స్ప్రే  npk 19-19-19 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి 
recommended to spray naphthalene acetic acid (planofix) 50 ml/ 200 litres of water /acre (1 ml/ 4 liters of water)  
"
farmer asked query on sucking pest control incotton aphids management ,థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
  farmer asked query on cercospora leaf spots  disease management in  cotton,"-recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
"
