QueryText,KccAns
farmer asked about caterpillar management in ground nut,"ecommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక "
farmer asked query about collar rot management in groundnut,recommended to spray mancozeb (m-45) 600 grams/200 litres of water / acre    
" farmer asked query on borer  control  in ground nut
","recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
or
recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on weedcide  dhanuka dabooch diclosulam 84% wdg information,"recommended to dhanuka dabooch diclosulam 84% wdg, pre-emergence herbicide applied in soybean.
dose per acre: 12.4 gm per acre"
weed management  in g.nut crop ,recommended to spray -odysee ( imazethapyr 35% + imazamox 35% wg) dosage: 40 gm /acre
farmer asked query on pre plant protection from caterpillars management in groundnut crop?,"recommended to spray  chlorpyrifos  (coraban/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked query on increase pegging stage in groundnut crop ? ,recommended to apply calcium nitrate(cn)- 1kg/acre/200lir of water
farner asked query on tikka leaf spot management in groundnut ,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
groundnut fertilizer schedule management ? ,"మొత్తం భాస్వరం, పొటాష్ ఎరువులను విత్తే సమయంలోనే వేసుకోవాలి. ఎకరానికి 100 కిలోల సూపర్ ఫాస్ఫేట్, 33 కిలోల మ్యూరేట్ ఆఫ్ పొటాష్ మరియు 18 కిలోల యూరియాను విత్తే సమయంలో వేసుకోవాలి. విత్తిన 30 రోజుల తర్వాత తొలి పూత దశలో మరో 10-15 కిలోల యూరియాను వేసుకోవాలి. ఎకరానికి 200 కిలోల జిప్సమ్ ను పూత దశ పూర్తియి ఊడలు దిగే సమయంలో మొదళ్ళ దగ్గర వేసి మట్టిని ఎగదోయాలి. విత్తిని 45 రోజుల తర్వాత ఎట్టువంటి అంతర సేద్యం చేయరాదు.

"
 farmer asked query on  stem rot disease control in ground nut,"recommended to spray mancozeb  (m-45) 600 grams / 200 litres of water / acre   
మాంకోజెబ్ 600   గ్రాములు   /200 లీటర్ల నీటికి చొప్పున పి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on wilt management in groundnut,"recommended to spray copper oxy chloride (blitox) (blue copper) 600 grams/200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
recommended to spray streptocycline   20 gram / 200 litres of water
/acre   
స్టెఫ్టోసైక్లిన్ 20 గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about on  tobacco caterpillar management in ground nut ,recommended to spray quinolphos 400 ml/200 ltrs of water /acre
 farmer asked query on disease control in ground nut - root rot,"--recommended to spray copper oxy chloride  (blue copper) 600 +streptocycline   20  gm /200 litres of water / acre  
"
"  farmer asked query on caterpillar management in groundnut ? 
"," recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   (50ec - 320ml/acre)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on gram pod borer management in groundnut,recommended to spray emmamectin benzoate  (proclaim) -90grs/ acre/200 lits of water
farmer asked query on tikka leaf spot spot management in groundnut ,"recommended to spray propiconazole (tilt) 200 ml/200 liters of water/acre
"
farmer asked query on tobbacco caterpillarmanagement in groundnut ?,"recommended to spray emamectin benzoate (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked query about nutrient management in groundnut ,"recommended to spray agrominimax 3 grams /1 liter of water 
 అగ్రోమిం మాక్స్ @౩గ్రాములు ఒక లీటర్ నీటికి.(ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి  )  
recommended to spray potassium nitrate 13-0-45 @ 5 grams/1 liter of water/ acre (1kg/acre/200 lits of water)
పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి 
"
farmer asked query nutrient managent in groundnut,"recommended to spray formula-4 - 3 gram  / 1 liter of water , (600 grams/200 liter of water/ acre) ఫార్ములా -4 600 గ్రాములు  / 200 లీటరు నీటికి కలిపి పిచికారీ చేయండి                                                        "
farmer asked query on nematode management in groundnut," recommended to apply  phorate  10g granules - 5 kg per acre   
ఫోరేట్ 10 జి గుళికలు  5 కిలోలు / ఒక ఎకరాకు వేసుకోవాలి "
farmer asked query on caterpillar management in ground nut,"recommended to spray    novaluran  (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on fertilizers  management in ground nut," recommended to fertilisers: urea 30kg+mop-20kg/acre-apply 10-15 days old crop
ssp- 150 kg/acre-last ploughing"
"  farmer asked query on pest control in ground nut - neem oil dosage
 ","recommended to spray azadirhachtin 5 ml / 1 litre of water 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  
or
recommended to spray azadirhachtin (neem seed kernal oil )  1 litre  /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి 
"
