QueryText,KccAns
farmer asked query about sucking pest management in red gram," recommended to spray chlorpyriphos  (coraban/predator) 500 ml/200 litres of water క్లోరోఫైరిఫాస్ (కోరబాన్) 500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on pod borer management in redgram ?,"-recommended to spray carbosulfan (marshal) 400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query on gram pod borer management in redgram
","recommended to spray    novaluran  (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
or
recommended to spray emamectin benzoate (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
  farmer asked query on borer  control  in red gram,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about on leaf webber management in red gram ?,recommended to spray quinolphos 2ml/1 ltr of water 400 ml/200 ltrs of water /acre
farmer asked query on leaf spot mangement in redgram,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల"
farmer asked query on use of sprinkler at flowering stage in redgram ,"recommended to avoid sprinkler irrigation during flowering stage in redgram
రెడ్‌గ్రామ్‌లో పుష్పించే దశలో స్ప్రింక్లర్ నీటిపారుదలని నివారించాలని సిఫార్సు చేయబడింది"
red gram borer control management ?,"ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.
"
"farmer asked query on caterpillar control in red gram
","-recommended to spray azadirhachtin (neem seed kernal oil) 1 litre /200 litres of water /acre 
 వే ప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి 
- recommended to spray chlorpyrifos (corabon/predator) 500 ml/200 nlitres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked about post emergent weed management in red gram ?,"ఇమాజితాపైర్ ( పర్ సూట్  ) 200-300 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	
"
farmer asked query about on wilt management in redgram ?,recommended to spray mancozeb 3 gm/1 ltr of water 600 gm/acre
farmer asked query on weed management in red gram?,-మొలకెత్తిన తరువాత : పైరు 20 రోజుల వయస్సులో వేడల్పాకు కలుపు లేత దశలో నివారణకు ఇమాజితాఫిర్ (వర్సుట్) ౩౦౦ మి.లీ. ఎకరాకు పిచికారి చేయాలి. గడ్డిజాతి కలువు మొక్కలు ఎక్కువగా ఉన్నచో క్విజాలోఫాప్-పి-ఇథైల్ 5% ఇ.సి. 400 మి.లీ కలుపు మొక్కలు 3-4 ఆకుల దశలో ఉన్నప్పుడు 200 లీటర్ల నీటిలో కలిపి పిచికారి చేయాలి
 farmer  asked query on  red gram weed management ? ,"క్విజలోఫాప్-పి -ఇథైల్ 400  మిల్లి లీటర్లు (టర్గా సూపర్)/200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about caterpillar management in red gram ,"recommended to spray emamectin benzoate (proclime) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query on weed management in redgram-20 days old crop
","recommended to spray quizalofop-p-ethyl (targa super) 400 ml/200 litres of water
క్విజలోఫాప్-పి -ఇథైల్ 400  మిల్లి లీటర్లు (టర్గా సూపర్)/200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
or
ప్రోపక్విజఫాప్(అజిల్ ) 250 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
"asked about pest management 
","suggested to spray chlorpyriphos @ 2 ml/ltr of water
"
farmer asked query on leaf flder mangement in redgram,"recommended to spray  ( akalux )quinolphos  25 % ec  400 ml per acre with 200 lit of  water```
"
farmer asked about leaf webber management in regdram,"recommended to spray spinosad (tracer) 75 ml/200 litres of water / acre 
స్పైనోసాడ్  75  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి "
