QueryText,KccAns
farmer asked query on anthracnose  disease management in black gram,"recommended to spray   tebuconazole + trifloxystrobin (nativo)160 grams /200 litres of water /acre      
టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
 farmer asked query on  borers spiny pod borer  ( black gram ),"recommended to spray carbosulfan (marshal) 400 ml /200 litres of water /acre 
"
farmer asked query about can nitrobenzene and insecticide mixed and sprayed in blackgram.,recommended to spray nitrobenzene and insecticide separately.
"farmer asked query on disease management in black gram - powdery mildew (index dosage)
","--recommended to spray myclobutanil ( index ) 150gm /acre 

"
"farmer asked query on disease management in powdery mildew  in black gram
",meptyldinocap 37.5% 137 ml per acre in 200 litres of water
"ffarmer asked query on nutrient management in  black gram ?
","recommended to spray 19-19-19 1kg / 200 litre of water /acre
"
"farmer asked query on sucking pest management in?
","థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
 farmer asked query on  cercospora leaf spots disease management in black gram,"-recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి."
"farmer asked query on borer management in black gram

","recommended to spray flubendiamide  125 grams /200 litres of water /  acre  
ఫ్లూబెండమైడ్  125 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి"
"farmer asked query on  borers on and sucking pest in black gram crop ?
","recommended to spray belt expert (flubendamide + thiachloprid) @ 80 ml per acre
recommended to spray acephate +imidachloprid (lancer gold) 400 gm/acre"
farmer asked query on spiny pod borer control in black gram,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
"farmer asked query on weed management  in black gram ?
"," recommended to spray quizalofop-p-ethyl (targa super) 400 ml/200 litres of water
క్విజలోఫాప్-పి -ఇథైల్ 400  మిల్లి లీటర్లు (టర్గా సూపర్)/200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on rust management in black gram ?,"-recommended to spray hexaconazole (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి."
   farmer asked query on gram pod borer management in  black gram,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
"farmer asked query on sucking  pest management in black gram 
","recommended to spray  fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
 recommended to spray  ( chlorantraniliprole + lambda-cyhalothrin )(ampligo) 100 ml / 150-200 lit water/acre  
అంప్లీగో ( క్లోరాంత్రనిలిప్రోల్  + లాంబ్డా సైహలోత్రిన్  )  100 మిల్లి లీటర్లు   /150 -200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on powdery mildew  management in black gram?,"recommended to spray hexaconazole (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి."
 farmer asked query on gram pod borer  control in blackgram," recommended to spray emamectin benzoate   (proclaim )  90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
  farmer asked query on spiny podborer  control in black gram,"recommended to spray emamectin benzoate   (proclaim )  90 grams /150-200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150-200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on weed management in  black gram 25 days old crop," recommended to spray quizalofop-p-ethyl (dhanuka -targa super) 400 ml/200 lits of water 
క్విజలోఫాప్-పి -ఇథైల్ 400  మిల్లి లీటర్లు (టర్గా సూపర్)/200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
or
recommended to spray propaquizafop (azil) 250 ml/200 litres of water /acre
 ప్రోపక్విజఫాప్(అజిల్ ) 250 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	  "
armer asked query on borer managmentin black gram ,"recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on  borers in black gram  ?,"recommended to spray flubendiamide (fame) 40 ml /200 litres of water / acre  
"
farmer asked query on caterpillar management black gram ?,"recommended to spray chlorantraniliprole (coragin) 60 ml/200 litres of water / acre    
క్లోరాంత్రనిలిప్రోల్ 60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
